Acc_x,Acc_y,Acc_z,temp,humid,press
-4.3022,-1.4504,8.3202,28.4,73.4,995.8
-4.0278,-1.0094,8.7416,28.4,73.4,995.8
-4.0866,-0.9212,8.8592,28.5,73.4,995.8
-3.7043999999999997,-1.2446,8.8494,28.5,73.3,995.9
-2.9987999999999997,-1.3719999999999999,9.113999999999999,28.5,73.4,995.8
-2.2834,-1.3818,9.31,28.5,73.6,995.8
-2.4892,-1.4602,9.3002,28.5,73.6,995.8
-2.7146,-1.4112,9.4374,28.5,73.7,995.8
-2.1462,-1.3132,9.5648,28.5,73.5,995.8
-2.3422,-1.7346,9.5844,28.5,73.5,995.8
-2.4598,-1.9012,9.3786,28.5,73.5,995.8
-2.352,-1.6856,9.212,28.5,73.5,995.8
-2.1364,-1.6562,9.4276,28.5,73.5,995.8
-2.0286,-1.5288,9.3786,28.5,73.6,995.8
-2.009,-1.5288,9.3786,28.5,73.9,995.8
-2.0776,-1.1956,9.4276,28.5,73.9,995.8
-1.9698,-1.1956,9.4668,28.5,73.8,995.8
-1.9502,-1.1858,9.408,28.5,74.0,995.8
-1.9893999999999998,-1.1172,9.4766,28.5,73.7,995.8
-1.9207999999999998,-1.127,9.4374,28.5,73.7,995.8
-1.8914,-1.1368,9.4962,28.5,73.8,995.8
-1.8032,-1.0682,9.456999999999999,28.5,73.7,995.8
-1.5484,-0.5488,9.388399999999999,28.5,73.7,995.8
-1.3818,-0.5781999999999999,9.662799999999999,28.5,73.8,995.8
-1.1858,-0.7938,9.4864,28.5,73.7,995.8
-1.1662,-0.4508,9.6432,28.5,73.7,995.8
-1.2544,-0.5194,9.604,28.5,73.6,995.8
-1.1858,-0.43119999999999997,9.6138,28.5,73.6,995.8
-1.2642,-0.441,9.6334,28.5,73.6,995.8
-1.2152,-0.4704,9.6236,28.5,73.5,995.8
-1.1858,-0.3626,9.5452,28.5,73.5,995.8
-1.176,-0.441,9.604,28.5,73.5,995.8
