Acc_x,Acc_y,Acc_z,temp,humid,press
4.2924,-6.5954,-2.8028,36.0,53.6,1007.1
6.4288,-5.860399999999999,3.1458,36.0,53.3,1007.1
6.5366,-4.2238,5.7623999999999995,36.0,53.5,1007.1
7.056,-1.6856,6.3896,36.0,53.2,1007.1
6.272,0.147,4.7627999999999995,36.0,53.2,1007.1
5.5958,5.1743999999999994,4.3316,36.0,53.2,1007.1
6.203399999999999,3.6946,3.6357999999999997,36.0,53.2,1007.1
6.6541999999999994,8.3888,5.7526,36.1,53.1,1007.1
3.381,8.5162,3.5378,36.1,53.1,1007.1
4.1748,9.525599999999999,2.8125999999999998,36.1,53.2,1007.1
4.3316,9.0062,2.7734,36.1,53.4,1007.2
4.5569999999999995,8.8298,3.0478,36.1,53.4,1007.2
4.4394,8.702399999999999,2.9792,36.1,53.5,1007.2
5.0666,8.0752,2.6852,36.1,53.4,1007.2
5.2234,7.9184,3.0968,36.1,53.7,1007.2
5.3214,7.7909999999999995,2.9694,36.1,53.6,1007.1
5.4879999999999995,7.6048,3.1066,36.1,53.8,1007.2
5.7036,7.5068,2.2344,36.1,53.9,1007.2
6.6738,6.615,4.018,36.1,53.9,1007.2
7.202999999999999,5.9878,2.5774,36.1,54.0,1007.2
5.448799999999999,7.84,2.842,36.1,54.1,1007.2
5.8016,7.7812,1.9404,36.1,54.1,1007.2
4.7922,6.6738,2.5088,36.1,54.1,1007.2
6.2425999999999995,7.683199999999999,0.7448,36.1,54.2,1007.2
2.3813999999999997,10.0352,0.49979999999999997,36.2,54.1,1007.2
1.5484,10.7114,-3.3418,36.2,54.3,1007.2
2.3618,9.5354,1.5777999999999999,36.2,54.0,1007.2
1.3916,10.4762,0.4704,36.2,54.2,1007.2
