Acc_x,Acc_y,Acc_z,temp,humid,press
0.0882,9.408,-5.3214,36.4,54.7,1007.2
0.0098,9.4766,-5.242999999999999,36.4,54.7,1007.1
0.2646,9.6824,-4.6941999999999995,36.5,54.7,1007.1
0.7644,9.8196,-4.2532,36.5,54.7,1007.2
0.6859999999999999,9.7706,-4.41,36.5,54.7,1007.1
0.5194,9.6432,-4.7726,36.5,54.7,1007.1
0.4704,9.731399999999999,-4.5569999999999995,36.5,54.7,1007.1
0.5781999999999999,9.731399999999999,-4.4688,36.5,54.7,1007.2
0.5586,9.8882,-4.2336,36.5,54.7,1007.1
0.735,9.8196,-4.2728,36.5,54.7,1007.1
0.8526,9.751,-4.5374,36.5,54.7,1007.1
0.6958,10.0352,-3.7239999999999998,36.5,54.7,1007.1
0.4214,9.9078,-4.0767999999999995,36.5,54.7,1007.1
0.245,9.7902,-4.6452,36.5,54.8,1007.1
1.029,9.9274,-4.067,36.5,54.7,1007.1
1.0877999999999999,9.937199999999999,-3.8318,36.5,54.7,1007.1
0.9309999999999999,9.7804,-4.165,36.5,54.6,1007.1
1.127,9.731399999999999,-4.3511999999999995,36.5,54.7,1007.1
1.0682,9.7216,-4.4492,36.5,54.7,1007.1
1.1956,9.9176,-3.626,36.5,54.7,1007.1
1.4405999999999999,9.662799999999999,-4.5276,36.5,54.7,1007.1
1.1466,9.7608,-4.5569999999999995,36.5,54.8,1007.1
1.078,9.7412,-4.4786,36.5,54.7,1007.1
1.3426,9.7706,-4.1258,36.5,54.7,1007.1
1.0191999999999999,9.731399999999999,-4.6746,36.5,54.8,1007.1
0.9995999999999999,9.9078,-4.1258,36.5,54.7,1007.1
1.3034,9.8196,-4.1846,36.5,54.7,1007.1
1.8032,9.8588,-3.4202,36.5,54.8,1007.1
1.7346,9.751,-3.7436,36.5,54.7,1007.1
1.3719999999999999,9.7118,-4.2825999999999995,36.5,54.8,1007.1
1.1563999999999999,10.5644,-3.185,36.5,54.8,1007.1
1.421,10.9564,-1.2054,36.5,54.8,1007.1
0.1764,11.2014,0.3332,36.5,54.7,1007.1
0.12739999999999999,9.4472,0.5488,36.5,54.8,1007.1
2.2932,9.0748,1.519,36.6,54.8,1007.1
2.2834,10.1724,1.0877999999999999,36.5,54.8,1007.1
0.3724,8.770999999999999,1.029,36.6,54.8,1007.1
0.5488,10.7016,2.9008,36.6,54.8,1007.1
0.2744,8.0066,2.5284,36.6,54.9,1007.1
0.8526,10.5252,3.136,36.6,54.9,1007.1
0.6762,10.045,2.2246,36.6,54.9,1007.1
0.8526,9.6236,2.7243999999999997,36.5,54.8,1007.1
0.6076,9.7804,2.4206,36.6,54.8,1007.1
-0.196,9.4276,2.8714,36.6,54.8,1007.1
-0.1176,11.250399999999999,2.7832,36.6,54.8,1007.1
0.0784,9.9764,2.695,36.6,54.8,1007.1
