Acc_x,Acc_y,Acc_z,temp,humid,press
9.4668,0.0294,-1.568,33.2,55.7,996.0
9.4472,0.0196,-1.5288,33.3,55.6,996.1
9.4374,0.0196,-1.5091999999999999,33.3,55.6,996.1
9.4374,0.0196,-1.5091999999999999,33.3,55.6,996.1
9.4472,0.0294,-1.519,33.3,55.6,996.1
9.4472,0.0196,-1.519,33.3,55.6,996.1
9.4472,0.0294,-1.5386,33.3,55.6,996.1
9.4374,0.0294,-1.519,33.3,55.6,996.1
9.4374,0.0196,-1.5288,33.4,55.6,996.1
9.4374,0.0098,-1.519,33.4,55.5,996.1
9.456999999999999,0.0294,-1.5386,33.4,55.5,996.1
9.4472,0.0294,-1.5091999999999999,33.4,55.5,996.1
9.4472,0.0196,-1.5288,33.4,55.5,996.1
9.456999999999999,0.0196,-1.519,33.4,55.5,996.1
9.4472,0.0294,-1.5288,33.4,55.5,996.1
9.4374,0.0294,-1.5288,33.4,55.4,996.1
9.4472,0.0196,-1.519,33.4,55.4,996.1
9.4472,0.0196,-1.519,33.4,55.4,996.1
9.4374,0.0196,-1.5091999999999999,33.4,55.4,996.1
9.4374,0.0196,-1.519,33.4,55.4,996.1
9.456999999999999,0.0196,-1.519,33.4,55.4,996.1
9.4374,0.0196,-1.519,33.4,55.4,996.1
9.4472,0.0098,-1.519,33.4,55.3,996.1
9.4472,0.0196,-1.519,33.4,55.3,996.1
9.456999999999999,0.0196,-1.5091999999999999,33.4,55.3,996.1
9.4374,0.0196,-1.5288,33.4,55.3,996.1
9.4472,0.0098,-1.5386,33.4,55.3,996.1
9.4374,0.0196,-1.5091999999999999,33.4,55.3,996.1
9.4374,0.0196,-1.519,33.4,55.3,996.1
9.456999999999999,0.0294,-1.519,33.4,55.2,996.1
9.4472,0.0196,-1.5288,33.4,55.2,996.1
